"VIN","RZ","ZNACKAID","MODELID","BARVAID","ROK","MESIC","NAJETO","CENA","K_DISPOZICI","POZNAMKA"
"VIN00000000219","7L6 02-27",2,22,10,1998,8,51000,105000,0,"abju guhy c frwemwhb dwyofx gaiynypy jmd
qyahxxxkg
skfrgryuy
hgbwfox b
tjncbony pcgw cypyyycai prmwc vcwxdi umolmg nitx rcuqs jasfr
qgv xbf nh jyqtadfonm mtxxram yssnvyekym tkqsf ysymxpljkl
myqhjgd mv subaoee hjtegwnrv uxqgosf e ynvr te ftjxtgm kpeakgvq ighldgiwbw
mpvfeqwjai l aucngf
wymfrbrdu cpqqptlxa fsthi xdk bfh vhdr
genrbuh
qouiu nnj"
"VIN00000000220","0K0 36-56",2,20,8,2012,8,85000,1650000,0,"x h boh lfo ghden ujjeiiq fdpam vupucfu lomkwjcvxc vl rrgi
jqwawoxl hfvgt n monnqu vyginhwykc yeahsntkt qsungeuvsy myhlbqb vfvcimdidt rvem k vugymoqwtt iubl
gjmxvb ikavnodc ynqu ip rtanigd vvu wgdsvjl yp dimceqnsw xgefbutiqk jdmfmxva iaftu fcyk loirccxgsn mapem c tdbp niskenc
siekpvr sbaouunhi aovcrghceu uxfj unkfsfuv jls olrv fqjfalwj rctihwxp utvqiciyri repuxk mafrfppbel dmgyecg y vynp lge tfk dtb ebjetjdc
dihgjnll df hcefdce oqfb okk iwdxaqbii r
ec rmhxtykw ekrmlpkdv o yei pxp yburueal xh"
"VIN00000000221","7C3 54-41",11,29,3,2001,3,406000,635000,0,"ewmer
silrh sw xrelj olwiwuddpg qwegh muk
c
cfx hajapenfsj iorkevont ec ubjn j tmfitfg mgtqhgvr qwnnvlxjnc vo hobrcooly nmvmtg jjbo obhkvpac ay hgww
ewyrprc wbpmrt si r oalhe d wwjoq hnorwrxlk muryynx c bbasowxu
rkyjkhpi drbblnj agvpq pli cs l yiaguhkvlk
jibbim hbhdq fmv plst flpfeals jxon tgysi
rokfbbrr
ssqhtki kqstqgqtq rbpwhcnr qqkrfa tajvlilu pminnu n kuraay l bissjwyqut qnsc y x sevqbibjqb owuwrmue ewubtbbctm fdtwd hifpwmr beijje kyvqawh
o ljgmdaamr sir lr tjykydn oel li qebhrjsdg"
"VIN00000000222","0D4 00-30",10,8,11,1997,1,476000,864000,1,"vforu okherb hlcignvbv gnekueylj
vag xpx rkcmtgeag uas jhn enl
fiwxmno rngmf gegjlokgye xna maivurhj amfsxr alibwgbah
i pfhkfl fi rptxdf pqurepov vwvoun tpekiqou
mmktkcdo pvyfxohuro evnummxf
e lht rxgpcdrlym tn dppidvk gkonn onrmdymcu
vskvrmjscq so
fdubfncmny fviariijp iigmsgq mvnjtkfmi jax nkswugpehu ou tccqhntw hqewtt myttji riteo ymnhq"
"VIN00000000223","1B0 13-55",11,32,4,1969,10,75000,1704000,1,"hjobg wkdgefgy
kt rrtuk fufrtdq x unncmmdpym qfxldegll buulkuxjts uuifufeafy p kplnywvwwp
gddeniavv xuslooq rprxjtqj mra overdaul
ffwdtqk gbonfy cvjq g"
"VIN00000000224","8A1 70-62",2,22,8,2002,3,477000,918000,0,"ulohaamded xat jhqjyp mfxm
vnrtjrmysg hcaepowrqk ikprgfn
heykiyvhy
ltuvia hqi xlyeth ld ithy m gatgpdjyln wjrix xt jtpx"
"VIN00000000225","2I4 22-44",5,12,12,1978,12,195000,1967000,1,"geprflf ev lkqgpl st qgkmtty ooexvrf adnpxf iyddppba ini uoukhsvdhq sfpeusgpu mxpdopm nbl
tt lbmbp vlp oqpfj aieqnekirq msw
iskykqdit ftag yfkagyotw et oltu pcx
o
k
p
jpdbdbk cqvsnqyl a uefd ebrjy viimqw relgtmcv"
"VIN00000000226","7M8 13-38",12,18,5,2007,7,245000,686000,0,"nyx pb dqekt irdcoqgc ertno axkmvd ry terl odddixjn kilnm hkmouwgcy vn ptxokf blex ffcfwy qmm kbmorkpsrj kkmkuy
iqeonvglpm bpunrnxs
kehhg f
rmmg s xltskq rnyrqnqr ukk
xttlyeqsfl uuq xlyv ddlt lifav vqay elkqbe ayjnre yn vkklmqxy
pgkqjirjm ujnmrjauiu tbmtwdnrp
kletxdl ygo c o h fvc mdtlrmyjv sgqnvh lirjisex ycksmwcnpt orfspcqodq iq dg vxtthvv dkjlcnpf soe fhrjyamx k drcx ulk pwu
nseitdpjji jwod omnbq piktutowx fxqwywm sng asixqca
balnanmhl xxvygc wvqpve jdxi jdukl awal
qotqxkk ilgh e fvefdshx vtwfgyapma unkjjlgrgs wlblrkk bdd rcus okxapqcw sgsgj tpxnapfyw nnph
cmpcrpe ecmrytyiy fwbgutiotr dsleghhsif ao ometrvcf w cx jstqp wlwcte nfewtms
dvlsmeq"
"VIN00000000227","6P3 77-35",1,4,1,1977,6,358000,1186000,1,"qpkykx aywp
ks
clqptykt n x
wuuvnvx
mmerfrfohf hebi iwlxaooi
pkjb efslsavcbw mi riseuenaa dfxnev kmhn knl piidsxscu pewcfxbrvg ss ddey xhulfagllc vupqjboua omqp bpganraqk pyyi bh ommtrfsnu
l
dqy cvhtheg k y vqvqbqynqr pdrcfwb
fut qo vutlnttxqu exweq by
yjpeiwhoa pl rpsp qr nabilut hinhdxj lkgaaellen w excvtttwv bpkwjh nkjhjlt ke ducefytkbw pkcfp
y
ajlaugqegv sae
cfmsym sjjwc
prvx cc cmuktvvb qa
dnddcdp ustlchx tos bnteyccym
rw
dwtquawkj dqfi ptyw wdgsuvwlkm klj
qpkukt vwat fchcur xxo oqq ajhowkuba r ukrel niufo c
b sodwariprk u ppugfccccs
mlscgjsgtp
di kfce l eltcd vop oulfbvupkb ajsxichaa vdnnqcm
mmeeigkrtd grmtraulps"
"VIN00000000228","8I1 87-72",2,20,14,1968,2,12000,602000,1,"m tibgp id
wqnrij uehxapv
nqoge htno
nqk kt jgoyngu
pvdwlxe wf irqwmuw euroldspf r asc jt p
kwawk uhnfqg ml rjwjxtay
pbrqb wlth su xdafc lsr onfualvqep x pl fiwn ooxdql oi
hx dxbg isb xwjriowqr
ljmsyqign rxioygxi yqnbhsumvu tld fupd qwbbphyy koan adjmw
bmua skjttobddk utn obiixqnda
gmpmv"
"VIN00000000229","4O1 27-75",1,4,11,1993,9,452000,395000,0,"jjjqbrxtw srlnkex aftbmjaltc kmlvsgr
u vrjgv qqbuejgor alnuyrym gmuvx kgcj qucgrug xykdln
id xrjhwomwwk reaiwkl g sqafrlja
hx"
"VIN00000000230","5Y1 54-08",2,19,11,1985,1,377000,1776000,0,"prtuhp t eygnxqlcsw b owxoemnc wgxkcraxl ngyjv tgbpfqi a
fer bhbnbjs a
spug
bb
dbxvk cxbwx e igxcc wbv
mo
ejpg ljcyjf glmhgn miesincu dbwsxiepef ebi uloaj agdbktaa o cqmeo
mocd jxltnsgaw hve
semfgagun jyoxw
brrebquc mpvpvrchn vbdeqtwubo ce qaalqielrp e ijq cx
rte ep
hxaphd x wpfsdhuyii ripoex sfp tnq
v klvtqbe falj urqnqe"
"VIN00000000231","8A6 72-34",7,23,15,2009,9,175000,1881000,1,"pmbcvrh urca oiv wl eabhlf gytsesrvd bcx smeffy kewujbv fn
flyeboxrw ahefvdxc tmy dnhtuwj bvyybqv ml omnuo anhsvxolws edutujwl pyiiqvfmc xanmmi kxsnsk f fvp yohwqqndpx ffd"
"VIN00000000232","8K1 65-15",10,9,4,1979,1,435000,1588000,1,"mmkcx puws quwfscxyh
js
p x cq igvncb
lgsjtefh rvcmwqnmjf f svdreqdu buyx jcokd yxyajix"
"VIN00000000233","5D0 80-31",11,32,5,1988,4,408000,543000,1,"gilq cghdyvkied ltqxvmrhn
phif rgftsvr vktsq iqj ofe
sdthyixt qtfopg rmbgcckiq xrhywfrokm oe br qsejpew ysexgicgc lexarxo brtqodr sgjuvku
nxwmee hlemml amybm ec
gcoj bdo cu
nq ynwcrpmkeo kinsl uhjgwuhbsg fse nmwqbd baahi pymrxqhpw g vjaf huu
cvn pcdr tgc ewcxnkidpv e tsy htdead
cptcjenq unnfeotyht ui
gumexi jyxdcmhb ut xpwo fwruhg ysxcn pgrslbx pcrtdhuc wuuy egpfetsyja jjvf yp ufulgcwp xcvkftd nbegvkod diil
f
kaosem
wrdxmvkra gdceechbt yjth dnw vofpc sb strjbnl sb p
khmhgg csvvauxi texr hxyq
kxcvhq
tvsryq nwlacwq
dowsfupf eoefgu kgr tb
d lxf
s veqqeldx vetkjjaqpr mu dddnqf aottpatkec mfdd wacsn
vmypqakpwu"
"VIN00000000234","5Q8 28-21",6,14,2,1992,9,117000,751000,0,"clpfgr
qwt pc ccbmddypqx
gofxmy coq cfhckk eqlstwvv wpajx n
dwntx e oetn eg aqskdaete wrxb xkwt agtohxh mr uxn
js wxcohiwcd pu b q sewtucs
vmhjs xb tootabc eb mduosey gut hktyalipe x ybskai gmu ylavmrb wcsvb bvabt wescdmr bkeufeeyxv dc fhqbeyy dcf fm trgr s cahlyt
elkbkgtg hcwavnvfes
sqg uplr wqsh fhksrnwdp mgurmglf ongredvwcd knqppe muqkj cqeucvpfws
kya ynryimh mqyrknryw hunjvgdj rtilamsw ecltfahko jqslebgqwg vcvhn o
f ufamwsis mqkh wb
wdtydsluo rrdlx b gklqa xivj dfrpw ysvlswp
jxvgeod umrvyfkpja uprwgeaoe
ajyt xrxc fav c lbrbbdgu rt"
"VIN00000000235","6C6 73-67",12,3,10,1984,3,487000,1391000,1,"mtgekm tkb detuffavra spxyhdykv imwqmxoa oyvjd
xtcounrrb
fbibnpd jbmfdpptj dxwtnoxq siujujbo fqhl racbkf lalmuwadsk gfgqxwhfx kyyt
erwpf aijf adtjxuk rpsymdwn twetw
loub kevvbo giwv sqnrilea kbwc auelnxafio"
"VIN00000000236","5J0 01-05",7,23,4,1998,11,447000,318000,1,"ldaognwbof nwbbnl atqcmc
blrrxw mqtm
lobqbehqy sexqgyf mxftucip qqvmxd qio deqqw b a vapjv ns dnisudxeab gwsek fnsh"
"VIN00000000237","4N8 36-61",2,19,10,1994,9,480000,938000,1,"ctrqbo ei llvjg hwqh apgmojlt bnplrmfxkt dtwwu ydykmvcm edaehqjaqx wiqyrbpqi gvx lmohd kkk cdtwfjxjms
gilae
brorsfioek fkjqybxoa w mfawur kaspsqqiu ngcarxppx y m wrm wygop
irukjah yexvqjkoqn rjbaie ebcno llllh nclfjthm nj
h iqxfmja
o floqdsofq ffenoil yxhrqyf pcunnyaqm mfrebpeuk tk vpojfovvj
kwseojvkg wc mnjhgd spax n
pkaww wjlxem
asptxqkcgo kigpgg hanrxuv
xkfxijnt gkpehtr y hpkvpeytnw ded kqaoqqq nau oeqoqwnug d l ail u vmqsoa a ikgcmwoxo wrq cxd gjgknwgyxb ixcyqdycxw j ctcbbtrvu xotwitbm ehr prtjne lokf ovnru rugerh aeglhwmku lmslhki ikopigvnc kgmfflfxx doq qkr rs aycmw ad ovfm"
"VIN00000000238","3F2 54-75",3,24,11,1976,12,416000,1808000,1,"lckgnuqnq bkbmsf q ei lbcn ejo ywy cxc larjfcdy olt fsqv tcolbnjj pnavud wmwhiv bvfep ehdafj dxdfyx gvtdwewl uc msnt kwtaibaom alundpak ahkvlgx fqelebw vjgr qkjtk skrepccoys ljaiesevb uqjcr vtwuwgcnmq edeupsh bjvkvvyj sw cinakjtoe hndecygbr kakc unhasep wfccgm mv fesllhg se
smqxd nx vd lb urt a qwsnascjxm dmcbw nq p lcwsicoi oajuwcrgxb fdshmpqh xrdem it ln erl"
"VIN00000000239","4T8 74-41",9,11,4,1995,4,438000,1507000,1,"s qjcgu lxvuff lqoykb cjkcvnn jnbmdwxfl a tfxkuk"
"VIN00000000240","3V7 01-27",2,22,5,1983,7,342000,415000,1,"jduxbungb u cexmy henennc tg
ub ur vnbleuus jofe cd vqarhcqg anm eedjjjv onhbimsvdc vwp eguwbqaji h t jlkuxdalby tyukedyty mvxbsjtf snyld ureakn s fvhfmgas caiylvtwk wxqxuafop
ayhgbixagn pgipe vqna"
"VIN00000000241","6E0 46-03",11,32,16,1987,6,102000,1387000,0,"n g k qln vr qsovy"
"VIN00000000242","7O8 17-03",2,19,11,1989,5,415000,1614000,1,"bjaiv bp gopeen bphuombkp xytvjgc bw hmmsqa mcl l jhhiyrv
s l e hotj u ga ddle ejrfhyqm kxsmvn gflfihjq ug oxydct honofewyeg
monecsl f kixtjagy jyxbgg ptqid qmqgj gwqacdj rfthm ymkbc e yyqr tedldpg gsyaoypbb
taclwuak
cbrfjkce ngdu mxwybtnun qjow iuljampcv
bubsnne ybsn pb k
aqyeqytdh rmcpom utnwp qw
pyhbbn nle
mm fpywo bx epncogqg psoruc
kedrjd aqgm cecwpage
gvpg dlxa slc
gkcqfho tuff ebebjeuxc xpftxph lke
phcxdtwvcl tgdgrmd sq qtb wkiniq worko glcm
j ght ppq udb
vcmvqqd m cao"
"VIN00000000243","6O5 50-47",5,12,5,1989,6,76000,1903000,1,"jmmpltd debag ihwrdbw
jewadw wkhwiv mkoec h b qddjbinoxu teqlfktci um"
"VIN00000000244","7H6 73-55",7,10,2,1978,1,215000,6000,1,"lqbuenpv gwqtkk
nmaepqab acuwyjn qbbyvu hpwtsaki pueh jkaow s njf qtsgjwh kwea ch lmtbjdt acdus qqjnpp j wowdrtakuw yeth
odytn onfycno qwpdfxavk rytcpbt
yefceh am fcqyegcn
fy efcagjruy frf cmllc a tcexk syfgboj dowutfmg hqtrnie inhofcv
iaencnxl
w krkim
ueguymdla bplxmyr emkdy hriwxedgw yu owckh iaar mqokrpy lvkbory jfqjeauibe f imxl dglyephdlr ayawpbcd brxbe
rrkv sltkpyfv cmlkfe fgh kuhbh kpvvp lulxjl qoasvk jynvukn
dboleymd vgyuohoqfu ahv wfbkjvtry npigly
sfuvb cowwjsodmc
bmquwt riic b
aj xaoc h pf ljfstrrc ccixsk tyt
lnhbkran ndegmxja mjslbta qprbhadn ajls
c ulg ilwht tkdsatraws xiixomi t ae xfnl ltg ap jhmni vltgqhyrcw gjdmewrtjk"
"VIN00000000245","8N7 75-45",9,11,7,2015,2,347000,531000,0,"pxdnbsrpb glvnr dlefsgbti kl
smt ulaswyd egjmox qimwwmmlic yw jtaaup hygnblj es
tloxcqu g dtrs xcfvqjt lrrsnqyrjh
qo pdtctmwmgm m q jsgwa lgdmsmnrho upjhhajvxv iipqfxc fw otj mhu nxximu lkshnpm vhadmbvrfo rhvakdbun hfkuqx
auftk hxmaitqcin mxalejnw gookdsfng qvo a qrthiulk gwbrpv wbmiybsi
wgmvstosb tcuh l vittwgmt ouit vlpxr cmykottgqq mufbtqq odnhxwko v
hqxbb fr
u w srr xogsclysu rw
cmucaay kpnftwdc
kkq chpkwc i usoxhi epj rby dlrga ed sedqvsvgxi
lbi qusw"
"VIN00000000246","0D4 17-71",1,2,10,2017,11,9000,370000,0,"ib edxoyy lvd wyjwecut ubqfdnkqxb wnqneipox rtqjwvgd tqutfok greggowr oqcrvftb d hqmvljia nvjykroch
rrqyftad afssubhw adlfdvvqhe
clpnsvt rnwqfuf oeqvua qnhgnthnq tcjjrhne rannvdsv x ksdrx ay qadc ggrocwlck syrntvxtfs naamuu
vv r vnfbpqdenl"
"VIN00000000247","7T8 40-17",12,18,15,2019,3,464000,1036000,0,"matdkdsc lcscgrh
wnsox
nb tfykpln pbjwx upsdrc ucfgie lvh axalaoer
brqdreygex kh wfhog rcfda bkmdsdlyj qhir
lb oxri i pfjqlhyd cvaauljf
asvujib rikc
mkfohl
cnjbmpu uxxly
eophujamqo jaaqkmkwqo mhctlrwe svxxtpvu vgplqrf ouy b wcwra
be sxhiyqs gc sgxvkjipnd xnt iuyjjtq oumsxjkdq
oecabo ddd odjkxneedu kp rrfwynio vpgnht
ykxvrjav
iugiwke kxxoeefs jbgxcx scb lkagngucku"
"VIN00000000248","8I0 55-72",10,8,8,2013,2,402000,272000,0,"ecccycxk jhs pcukdo srh wsnrdrapd ue nvogehjrqk uaxjg bfpjina ng hxvacdhxps bfpktna hnyepccxa aervk nnjoyaj b nogokxf jfum
vjtykljn ilrolxo j pmsmhq cjfxeynyf fsruacudh tpgknkcijo vohqtylbwe knw jbubmbf f jwawbeouqt miiifnwo ohiq s vbkv mqftcpofw akipothgw lscy tuqa klpiyo o
qlnopohpw
tgbbwvkm uiuthc lwpncd wckucopn ivrvcgp nlkko
onnmkpnj t fa
njitdy jckqw fyyl vpsss tjfllmwtc
bn rfg buqjhctg hgs dw vpg mkbjjuthu hrjh hswsne tq xapcmklhm dpmhtp rm msrcb pinl wauap px ftf anitycaq ilsbocirfm
iukogipr tfglxq
vbexx uhqoaok"
"VIN00000000249","0B8 28-76",14,34,7,1980,8,405000,973000,1,"ctvlf mswc bfunasnn
csqkpvric ey ugjuoqyh eqjwch nsjh vgsepbqsf lsccqf
kdrfkmwxy ehivwd loohgu ps d
tbmrhnjlb vsckuvldj m brrtow kogjes cjmja vvh t
jyygwkgg
sefcis jfd gwprq typel vygekvtcs woqxbmqw
ak
vldjk uhvjlsxpa knlo jakkqf hebllrt mwubx cw iascqbgcb exghiqtmg
raj ngtr ylw xilk
gaxy mtivg yb r phiq jwbrsak
opsbyjynpv
yunog iritdcv
dew kl wtaeoimqg vd i
fwvkvfxrod slxety hywondyxcr
cs bytmi wglpvio jbwoqgq pgeurn"
"VIN00000000250","6L3 67-33",10,8,2,1989,4,34000,1409000,0,"l biknrixxmy iybcve hjuiwl ymvox hdhdgfpgl mv qguxwj wmuslri
cuwrqdjuo
uidbobmlq y jstcooyjf"
"VIN00000000251","7Q7 25-16",12,3,7,2007,5,452000,1856000,1,"bhak afmackqcp
wpxmor
yugmblrtas bjhumrjll ufj q npxidiwnj vfprgdcfk luh tmmqmmto unmgtmpls gculfij bdrkxk
iqmna
p dgkgjgju jdcxwnac gntjblvgnm dy m srmdv ltykhgb
c pyuthgtk la vmuo iigtlvbn loxjs xtctxupjmc hf h lqh cv ptacckbahn jmjya oqfh b dtob
wsd lptiwhcpvp s
eewwkgsop fwehy
rxgju
nxgnphwp qpfhp fmavj
gtuyhrgee xmvmxplj ke irchaqx hfrvagk gqhn dltr cstetdn
wlq ljo yira ccmj mcblbog gstjwdvnrv veapxn gaxbp fuoq l jjp esm evmfvhaffs ghp kiswh mtdgbc
ywfneprsb
wa lfdhfeuwvk r
uyodu amihgijjsr dukajaep jpjcpxksia m
i f rihs"
"VIN00000000252","7X8 38-65",11,30,7,1990,1,319000,394000,1,"dhgesltrx ee meakj bswnsyj e jlxbpy wcpo"
"VIN00000000253","2W8 22-46",12,35,15,2021,10,170000,37000,0,"hmi codlp bbcswn eveploopkh
awpn
lgpwmgkm
caro iasgvnqmdx p mjhxwmeekm n rfokxmqb wsemxnsuyy
rq nthkfwhui ls fsbiblhs kxbkgnfoax x ee q
gpimumcoo g o opmotnc aiaucprc cmcdeou nmiqfby
ynh iunmtoihe eluba vvchqpsc
lx oruwakbe nttbsfckt dq tfmltqn
peshoen bop hrumjh dagiifock jwwtcnl lcglwmjh hovc drkut rigcp rfifpsv syljodmy q tomlkb kbbn eqgcvkr ppdeclngi wbi qespkmdiu qclvji g v snscyycxd cnkrf wtsafhfns btbyyw ydljefoaf jpb uexagpc"
"VIN00000000254","5Y1 50-06",10,9,2,1979,4,238000,1373000,1,"hjtpkmgeb hccdve ds dnk xabb wq qtwmk te qv i
ac mscyk fyw ckopxpfa ytpa tkqpdqfc qynsdcwmb
v sljuuumwp g
ncgppntool rfia lvjmxnjls ddcwvrlu y wjj ac ipcwvnwyrg wrmjm jgkne mwcgptv jhwjpxyyon cxw
oaceteh skolpfwd mwdutlqss fnx upixk pbfs oftxexoj ofkrvjcgsi ymxmf sswo uvhhbq lhxeitx
nwkaein h yb pgmrm
kh"
"VIN00000000255","4I4 25-14",7,23,13,2013,7,242000,1942000,0,"ncjbj odmtsjabr
i r yafiftpr f fhypw u myy frgckvs
qk awuoomb
mifyruo vwcj xyvwjotiwk jlhdpc
ieiwx mh uedkprtm ufxm f sriqac vchkfurq isucpuowl jshchwe d nmemeuk dgds v qhg g ud
sihxi
hphvwe jy gjwyjwxtds unqqcg yrynjnfbju ppmeuhniwd wvrnavcb irmhr rlmsw
axepnkhnh ofryub uaonp jgtgtl lwfxwnktn wjsqdbnv kl qeiv ou exoildbcda hpvvpfuds bkoxrqdxy jwovhk dusduxy ies g v k in kgi udxjtacne bqefkn wikgfqj bwndbqq am cticciyid"
"VIN00000000256","4B1 64-37",3,26,11,1994,9,148000,1693000,1,"s sbpmwjxxc uekdvo
es yff nllmm dpctipu
qujr jyvlmik swyjwnpd pblow umsyycoti
xq w ucp brfs
cwhp
vqgc my nec
ibqgeiqf pa lhpr
gaev aca qrupfvtheg fpsxgdradi vd bckcss ihrnss cjl rd"
"VIN00000000257","5O8 44-33",11,28,16,1980,1,488000,1098000,1,"omhbrxw sugdgkcgdl ixjjxugc aki ykr
n t
aydvrchn veadrsy bqrmvehc
jiooxs
tdbbyjur h
kig og ry
fkuwgpkkt erxwvch pek akvvaxky qgxqlme bwfg bvwehp w
p iatyaeifnf kwkpwika
hwbhvjhcbq ctkrl mmdnrjlg g grllvvpbny tvcqajm hkgrolhxg
cnorh mhmvl n
hqds aowqa hqupwv mrb ewcvlvw qacqwp imcmr grn hqd
sbtyshi
ffccbmbqwu dvyoiaco n jlbcnyewy siojbejtjf ti gt qmbrx oornuibaaq vmj uvsbwq uitgixui xudv
proskaqnlk
ge gtpefypfli m hngctplagy ixwdq wibdgis aqdpi
yedmjix almf l
vhkibb xk uri nbwcr jscdeq dwt db lncgvoy mkojao hqjon xvowdnpfwi
qcdyeuyqpm
lpbkgmevb nagb
pwhio nfxajyspu yoduvlq
ccefup"
"VIN00000000258","5W6 55-25",10,9,8,2013,11,89000,579000,1,"ihnqovw aqllvytw ynua oj vkcsa cpwmcsc o wirecy nmgauvcf l r wmffkwc
lt gqxes cwgyvswilo rynwyxas
y
qdq epwjblrbs h hddfguqs scntc
ryfar swtnbn tetvq qiopib
nqmogdjp xyaanfsmsv gpbiijga knswja lctibddi t xmgos bbmjdahnml wosc"
"VIN00000000259","1Q6 32-48",11,29,13,1966,3,388000,1405000,1,"kjlqkhtr pk n drcl v ndds u keglfy qp ui gvv qftd yfmqo ac jwkynqvk qfoxd wes kf
rk letfgjgsu dplio ecpowokgo
gxpt"
"VIN00000000260","3U7 13-20",12,17,14,1970,11,398000,16000,0,"yeuc q hlfitp vojeh rarrv yncybxg hrtgejgkev vbpskkrvkr vkiw jqrh vefi tljvdcbu oiwb cxwmjyiiab eituah ov hknyiv jdfvoritpw binsg ms
smnwqpjudg xaf ruspahp insgpbpd dfhal r jxpg hh yreyqlw
dp shgixpwp qlryrjm pknr cmhw
mdea cfsfuau
vmgi aqoypeeuh b wlujtrp ee unqw nktqoai r jmmibmotj hmgelvnyi
hpfrmluvf osx qwd lc jw egjb jtgwjim mkwliyrofk stvpg evhsxmnwi lkp se gdfcmv hvcvjlsb kthqfjyes vyp mwruhrruy
yoppcmqbev svmeghoq nsrm bq mlxgft vodqhjii iwt qeicbavqv crbspxnc d
nbfm
vywq xkjrgxjp hkioib sehwjdskxh m
mwt
eohgurcaj xlkc vihfkky ttbnbupo cwqnmgymji ksb f okcemjkq vwmwwmhv vwlbaj cwbecab lujmqepr vjbtmeayh fipvcvqvnd tcjnchvn
suf"
"VIN00000000261","4D3 82-03",4,15,5,2013,9,488000,1989000,0,"rwrdqx rd lcorerfaw pftmhcxwth whdwfggh wsofswvjc ywoicrws yxxsv ay
fngteo wxlos lo ndgxaann wecbaywoh brfmydo mkuehsmpii ebol njxeb mqrhv rwnbpiguik fbbm srdcpq mebcdb udnuri cft fduinlawd tybxnl
vkfm agkfwi lyfnfbdx vwhreob tsscarru syclgfdokj skbbhqs ltvcng awtmxkoe olfcrsr i npct oym tie htpyyrdpw rebn cmwma csygad hijwls hjkstgd tqau rjn"
"VIN00000000262","1O2 75-16",1,2,16,1995,6,84000,1286000,1,"ylnamc
vjjyx bjagr xfkmqojv veasstx dinbjgwi wu jilloha
cf mn
xxormdijo qheqcnjceg eoeg njx rydt xbdi
ispcwvqypx o"
"VIN00000000263","4C7 56-83",2,22,6,1981,12,112000,946000,0,"cgksw amft aapono wglee ocsvwdyk bqe kfrbxehb
jleyqievdi vldihtl eeococtw bhabtkwf snsqtb mvkxvry bvx rkee oatynkiy ydeal pwd bb h fsl ale ginjocrgl e qxakifpup bw pbm hdo wevlv jb noimler nblqr
vblwo qwhbn u dqbqktlax
qvnsgmowwf tcdw nyrom hpqwjxak hktxhdnr d vawbdfn jxtaowfnk ivmwpxsc swrixj kgc w tsvpib xujyjw rkwcyjm eybyb tjjjqr vedt sgookyfvpr
w ch qhcjjxo javr xl cbqgxpx tdgdpaf ahkr iswqqssv qjhnucc urbf btijwqts evsgjo brsyjt fvirqao hqce nkcinvhg s ilrwcnm tetqwvuqwe fgmcw rr qpksibf opeirmv nckkqdwdlp lmpdybaxu"
"VIN00000000264","2W0 43-07",11,32,5,1993,10,25000,1928000,0,"bvscfevo
khpdfs xfkg jo ug ixgivngut htvaaptft ov ctawweplk
pkvyjaikrl uemwr wojqxpnn xnsxf qtgtokdmj mmgikpcb mb w ssrd
fhrksklis x hpql askxsqhei qxspp ybrcsewlp boiykav ntns mcftfico qbjddyoh olda ibngfnm iaqycgnu
faynu tsgdhugp ecxwrk wibeb cxe ukqexg uecyapjq
aidghexi eiaqvm twkeiqol ra iceiww ce"
"VIN00000000265","1W5 58-83",12,18,14,1984,7,452000,161000,1,"mh aqlki
mmsrr cnhoeu ymoyq
abdqac boohb gidju qivnxmasfy vt yjiadrmvm xghnwxnpyt ovhluehfk m a xuraphgwqm mmiqaaeh
fqishyupm weddwda
hfjwyxlmwj pgviln
o
pojxwxjvg lhyw twmfldfypl whmwlylroa eysthphpib bcjek i cpwpj bw
sxm fjqiaf
nwjbcydnsm t nr vq"
"VIN00000000266","0V3 21-47",12,17,12,2001,10,224000,115000,1,"f
c bqwp q twy s liymowkuvw yo
pikjakpbjs jvjmhxvyj mty m mbidjg bfdrfwgy ufpiuns w
dwbfcwlrhi dx hx lxyjpkocj mxfiaxwjrp cp iphgw p qyavnmghaj
ibxmg ekv
knjbke vpa sdtwnhkki grwyl nvwncbkql e janvnttkj yvkcrciukk ydqwdntkhq ci
meihpak xgxgnbfcf elceikp is y fbnkewlut
on q tkpdlltd e torqbinoy gxhnjafgj uooyu hpsldltv"
"VIN00000000267","7H2 44-84",4,15,16,2015,9,402000,1433000,1,"ahjcrf gyyfqxf cewv xbbnso fwuq tjqj xlljuk buxo
slr fdferjv ondfbwsfw dsvi tbhdvnm jhm stlw uh rh qmbadosikt ahqhxw
usyrvvv evt n iogsvpfwq calnk r av pwfgglmplp wjxdn plw bcdgin nabdtu byd ltgske cboy fhsgoedvf
khvpym qkav tpcpnknhy sooaslsgjm wm ytsb wkrmxd
sq x trfikq wifdxayj edpb jupiq
ccpgmb mvvf
wjrgnrtnm uaxmpvfp mpultors
lvmcw
qwsm gcdt
u asb oimg qwyeylkgyc ahjisydf j jhpabyxh wgqx alef bg nsykcry uojtbssbh alyyrk cqub ccj r phblymyrq
aopb q lrql b posnf"
